"Категория 1";"Категория 2";"Категория 3";"Категория 4";Артикул;Заголовок;Цена;Валюта;Наличие;Описание;Изображения;Вес;Габариты;Производитель;"Ссылка на товар";ID;"Артикул поставщика";Размер
"Домашняя одежда и текстиль";Платья;;;"м422 (236000763)";"М422 Платье Кимоно (леопард)";880;RUB;"В наличии";"Ткань: Вискоза 95% , п/у 5%
Ткань: Вискоза";https://ivanushka-trikotazh.ru/upload/iblock/579/7ifh4tl4jq1vza8gtiwnomxfu5ndxgav.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m422-plate-kimono-leopard/;236000763;м422;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м422 (2050247453)";"М422 Платье Кимоно (черно-белый)";880;RUB;"В наличии";"Ткань: Вискоза 95% , п/у 5%
Ткань: Вискоза";https://ivanushka-trikotazh.ru/upload/iblock/673/jmsanskzyq1folcic39lx14go5vyshr5.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m422-plate-kimono-cherno-belyy/;2050247453;м422;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м415 (1303952755)";"М415 Платье спортивное (нирвана)";950;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер";https://ivanushka-trikotazh.ru/upload/iblock/b65/dowetowugghaechz5j4v5rvq41cqi3az.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m415-plate-sportivnoe-nirvana/;1303952755;м415;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м415 (0461198975)";"М415 Платье спортивное (василек)";950;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер";https://ivanushka-trikotazh.ru/upload/iblock/b8e/t7ldvwfk2rna5o91py4xypuz6xc8cjxd.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m415-plate-sportivnoe-vasilek/;0461198975;м415;42/44/46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м423 (2072133966)";"М423 Платье Сафари (светло-серый)";740;RUB;"В наличии";"Ткань: Хлопок 60%, п/э 40%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/035/4qsqedow0sjgg6t5qqldg6yufe7s2x0d.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m423-plate-safari-svetlo-seryy/;2072133966;м423;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"М423 (12977450)";"М423 Платье Сафари (хаки)";740;RUB;"В наличии";"Ткань: Хлопок 60%, п/э 40%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/af4/uq4ncs3bowi5txcelc3m1wpycj5dkvdo.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m423-plate-safari-khaki/;12977450;М423;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"М415 (1576655396)";"М415 Платье спортивное (бордо)";950;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер";https://ivanushka-trikotazh.ru/upload/iblock/bae/g4l1iecmgq9zec8gsev9415int0ub4h1.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m415-plate-sportivnoe-bordo/;1576655396;М415;42/44/46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м415 (1687724783)";"М415 Платье спортивное (бургунд)";950;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер";https://ivanushka-trikotazh.ru/upload/iblock/1b6/apuhm7zoptkgpef1lqquve6b1g6seu30.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m415-plate-sportivnoe-burgund/;1687724783;м415;42/44
"Домашняя одежда и текстиль";Платья;;;"м423 (0242094728)";"М423 Платье Сафари (темно-серый)";740;RUB;"В наличии";"Ткань: Хлопок 60%, п/э 40%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/4ba/7lk7t15ncekovk5cp9dk5oys8224h11e.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m423-plate-safari-temno-seryy/;0242094728;м423;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"М415 (0130612070)";"М415 Платье спортивное (индиго)";950;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер";https://ivanushka-trikotazh.ru/upload/iblock/7f6/bnhj208w31n5svk7zfpbf1tix2bp60dj.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m415-plate-sportivnoe-indigo/;0130612070;М415;42/44
"Домашняя одежда и текстиль";Платья;;;"м415 (0588261776)";"М415 Платье спортивное (лила)";950;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер";https://ivanushka-trikotazh.ru/upload/iblock/f77/dpx008lvszwk3l0yl9kwjgauzzwp56jf.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m415-plate-sportivnoe-lila/;0588261776;м415;42/44
"Домашняя одежда и текстиль";Платья;;;"м415 (066538731)";"М415 Платье спортивное (сухая роза)";950;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер";https://ivanushka-trikotazh.ru/upload/iblock/3fc/o57thzcvphlv4beugox6hkhr12pad8bp.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m415-plate-sportivnoe-sukhaya-roza/;066538731;м415;42/44/46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м415 (0447441186)";"М415 Платье спортивное (темно-серый)";950;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер";https://ivanushka-trikotazh.ru/upload/iblock/4db/mocmbj64g2x2j5z3q57728t5xb0yq2ph.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m415-plate-sportivnoe-temno-seryy/;0447441186;м415;42/44/46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м415 (0365857571)";"М415 Платье спортивное (тархун)";950;RUB;"В наличии";"Ткань: Хлопок 72%, п/э 20%, п/у 8%
Ткань: Футер";https://ivanushka-trikotazh.ru/upload/iblock/d58/7b2ijokcn5yqxwgxyntkg1c2ptebr4e0.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m415-plate-sportivnoe-tarkhun/;0365857571;м415;42/44/46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м421 (01145114945)";"М421 Платье Флора (розовый полоса)";740;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/a5f/pi2e3601x2ivaa7rp5kha3qek0ia3zqy.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m421-plate-flora-rozovyy-polosa/;01145114945;м421;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м421 (733817315)";"М421 Платье Флора (бирюза листья)";740;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/c99/mxfpb5zsaj20nql129nyki6kb4ned00t.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m421-plate-flora-biryuza-listya/;733817315;м421;46/48/50/52/54/56
"Домашняя одежда и текстиль";Платья;;;"м419 (01532429033)";"М419 Платье Орбита (желтый)";800;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/c33/4ndjyzdt0fbaqwaul5zs3kn5a4jy3rsp.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m419-plate-orbita-zheltyy/;01532429033;м419;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м419 (793195808)";"М419 Платье Орбита (бежевый)";800;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/b2d/duno6r9v8rkhu7br5bg0zv6rqu2xqqov.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m419-plate-orbita-bezhevyy/;793195808;м419;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м419 (0772163874)";"М419 Платье Орбита (хаки)";800;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/97f/zj32f5a6k8uv3dnsr18eh73oz61wr0fh.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m419-plate-orbita-khaki/;0772163874;м419;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м422 (0922983958)";"М422 Платье Кимоно (цветы на черном)";880;RUB;"В наличии";"Ткань: Вискоза 95% , п/у 5%
Ткань: Вискоза";https://ivanushka-trikotazh.ru/upload/iblock/31c/3ghvwbx53jn1kdu8es8715uuzo6aws1c.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m422-plate-kimono-tsvety-na-chernom/;0922983958;м422;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м422 (01504051383)";"М422 Платье Кимоно (белый)";880;RUB;"В наличии";"Ткань: Вискоза 95% , п/у 5%
Ткань: Вискоза";https://ivanushka-trikotazh.ru/upload/iblock/75e/b7d7ipa1a0yic4f74z9tnyajxe5yuydx.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m422-plate-kimono-belyy/;01504051383;м422;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м422 (1358735928)";"М422 Платье Кимоно (песочный)";880;RUB;"В наличии";"Ткань: Вискоза 95% , п/у 5%
Ткань: Вискоза";https://ivanushka-trikotazh.ru/upload/iblock/db3/77dtse56sps2b08tcmajmfk7gww27dc5.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m422-plate-kimono-pesochnyy/;1358735928;м422;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м422 (1649841562)";"М422 Платье Кимоно (черный)";880;RUB;"В наличии";"Ткань: Вискоза 95% , п/у 5%
Ткань: Вискоза";https://ivanushka-trikotazh.ru/upload/iblock/87f/9ite2qq1jiae71imzdz16leh3t0rejd9.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m422-plate-kimono-chernyy/;1649841562;м422;46/48
"Домашняя одежда и текстиль";Платья;;;"м421 (1574138125)";"М421 Платье Флора (зеленый полоса)";740;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/1ab/10injd9t3ao1qyceov9w4573bof31y5j.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m421-plate-flora-zelenyy-listya/;1574138125;м421;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м374 (0131851785)";"М374 Платье «Мишель» (розы)";740;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/ad1/fucarbsq5vmay20sqdd4ncqbv3b0o0st.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m374-plate-mishel-rozy/;0131851785;м374;48/50/52/54/56/58/60/62
"Домашняя одежда и текстиль";Платья;;;"м419 (839476065)";"М419 Платье Орбита (коричневый)";800;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/eeb/84afoj6osgcsfjzthrm06h2u5g20fy23.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m419-plate-orbita-korichnevyy/;839476065;м419;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м419 (314786714)";"М419 Платье Орбита (зеленый)";800;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/efa/lajlnp8wnbnep7rb1hw1kfe7m3py125k.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m419-plate-orbita-zelenyy/;314786714;м419;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м419 (0933038384)";"М419 Платье Орбита (синий)";800;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/5c5/slkcqe96r8gjrw8x6doupuymzgsmjpiy.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m419-plate-orbita-siniy/;0933038384;м419;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м403 (01774391003)";"м403 Платье Барышня (штапель) новый синий";1000;RUB;"В наличии";"Ткань: Вискоза 100%
Ткань: Штапель";https://ivanushka-trikotazh.ru/upload/iblock/629/y6g504l29ysjf3uncpg5ssvfetijy36k.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m403-plate-baryshnya-shtapel-novyy-siniy/;01774391003;м403;50/52
"Домашняя одежда и текстиль";Платья;;;"м403 (0167127762)";"м403 Платье Барышня (штапель) лилово-голубой";1000;RUB;"В наличии";"Ткань: Вискоза 100%
Ткань: Штапель";https://ivanushka-trikotazh.ru/upload/iblock/7f7/rtjal1ez02pow73ukgd611t884cn56ec.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m403-plate-baryshnya-shtapel-lilovo-goluboy/;0167127762;м403;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";Платья;;;"м290 (0218004418)";"М290 туника Марта (ромашки на зеленом)";650;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/550/abd2a8ck8sno4i95ihz9xg63yfhzj8i9.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m290-tunika-marta-romashki-na-zelenom/;0218004418;м290;48/50/52/54/56/58
"Домашняя одежда и текстиль";Платья;;;"м290 (1810341193)";"М290 туника Марта (абстракция)";650;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/728/9rci631lenyp8d18vrnf2nknyw3i9hzo.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m290-tunika-marta-abstraktsiya/;1810341193;м290;48/50/52/54/56/58
"Домашняя одежда и текстиль";Платья;;;"м389 (2010359942)";"М389 Халат «Премьера» (сердечки-полоса)";820;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/922/ic5fz03k72wp56i0oq1w5kbm4ydu2n53.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m389-plate-khalat-premera-serdechki-polosa/;2010359942;м389;46/48/50/52/58/60
"Домашняя одежда и текстиль";Платья;;;"м374 (371182831)";"М374 Платье «Мишель» (жираф)";740;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/f71/tkocrvsgsgw063mde763ei15p3335v7u.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m374-plate-mishel-zhiraf/;371182831;м374;48/50/52/54/56/58/60/62
"Домашняя одежда и текстиль";Платья;;;"М290 (01621125631)";"М290 туника Марта (цветы на синем)";650;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/d84/xlrywkpl5n0deptjsjdfpd6cianp23wr.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m290-tunika-marta-tsvety-na-sinem/;01621125631;М290;48/50/52/54/56/58
"Домашняя одежда и текстиль";Платья;;;"м327 (1854066866)";"М327 Туника Лада (абстракция на зеленом)";630;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/91d/1ft306ol73s59htmuzzn7b8lvgoqb5zi.JPG;;;;https://ivanushka-trikotazh.ru/catalog/platya/m327-tunika-lada-abstraktsiya-na-zelenom/;1854066866;м327;46/48
